input_data,average_agreement.py,average_common_pool.py,average_steal_agreement.py,min_agreement.py,min_common_pool.py,min_steal_agreement.py,pref_agreement.py,pref_common_pool.py,pref_steal_agreement.py,rigid_backfill.py,rigid_easy_backfill.py,best_scheduler
"30D[50|0|50]#S2{1,128|5E12,4E17}",22450.3907,21903.4509,22021.3220,23200.9799,22065.1241,22463.3421,21414.3728,22097.3527,22095.5624,51017.7907,190196.5828,pref_agreement.py
"30D[50|0|50]#S3{1,128|5E12,4E17}",13571.7342,13739.1884,13828.3074,13983.7241,13617.1614,13984.1158,12006.0156,12085.6064,12004.0909,32569.9503,200049.0355,pref_steal_agreement.py
"30D[50|0|50]#S4{1,128|5E12,4E17}",19208.2810,18917.0113,19208.2810,20667.4357,21009.5949,20724.1679,17367.9339,18164.6828,17193.1666,42844.1763,193567.8858,pref_steal_agreement.py
"30D[50|0|50]#S5{1,128|5E12,4E17}",15014.1044,14843.0336,15107.4930,15183.0213,15096.1567,14900.4707,13895.5452,14472.3014,13807.3207,34222.2878,171824.6266,pref_steal_agreement.py
"30D[50|0|50]#S6{1,128|5E12,4E17}",15866.0877,16402.2348,15877.4374,15797.7721,15681.7003,15763.7829,15223.8721,15770.8174,15546.3215,40886.4761,210628.6013,pref_agreement.py
"30D[50|0|50]#S7{1,128|5E12,4E17}",20936.8372,22175.0476,21133.0651,23442.6400,21171.1133,21497.0979,20004.1984,22103.5625,19932.3236,52556.8088,229955.4616,pref_steal_agreement.py
"30D[50|0|50]#S8{1,128|5E12,4E17}",16762.6169,15632.5294,16434.9340,15835.8425,15802.0357,15780.8863,15148.3231,14928.3661,15146.7807,48464.0067,212815.1173,pref_common_pool.py
"30D[50|0|50]#S9{1,128|5E12,4E17}",20339.1000,21596.9339,20432.7509,20617.3061,21868.9203,20117.6706,19331.5232,19782.1023,20042.9795,53225.1172,229141.8294,pref_agreement.py
"30D[40|0|60]#S0{1,128|5E12,4E17}",16757.2353,16800.4949,16744.7061,16439.2718,16816.1035,16455.4607,16015.5106,15862.2701,15945.8486,43762.6843,209519.4583,pref_common_pool.py
"30D[40|0|60]#S1{1,128|5E12,4E17}",12724.0538,12996.2470,12735.2300,12967.6847,13274.4073,13078.9420,12207.7466,12518.7695,12263.2695,36550.2984,203554.4340,pref_agreement.py
"30D[40|0|60]#S2{1,128|5E12,4E17}",18660.8510,17714.2950,18927.9192,19097.2606,19425.2870,18619.4405,17049.3656,17767.5639,18132.6416,51017.7907,190196.5828,pref_agreement.py
"30D[40|0|60]#S3{1,128|5E12,4E17}",10878.2003,10862.1337,11229.5040,10667.8895,11120.0272,10639.3223,9998.8364,9929.0156,9988.3424,32569.9503,200049.0355,pref_common_pool.py
