input_data,average_agreement.py,average_common_pool.py,average_steal_agreement.py,min_agreement.py,min_common_pool.py,min_steal_agreement.py,pref_agreement.py,pref_common_pool.py,pref_steal_agreement.py,rigid_backfill.py,rigid_easy_backfill.py
"30D[10|0|90]#S1{1,128|5E12,4E17}","2022, 16.8, 0.9","2081, 17.0, 0.9","2038, 16.9, 0.9","2022, 17.0, 0.9","2052, 17.2, 0.9","2050, 17.2, 0.9","2026, 17.0, 0.9","2005, 16.8, 0.9","2027, 17.0, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S2{1,128|5E12,4E17}","2140, 16.2, 0.9","2141, 16.0, 0.9","2140, 16.2, 0.9","2160, 16.8, 0.9","2149, 16.4, 0.9","2152, 16.7, 0.9","2101, 16.2, 0.9","2180, 16.4, 0.9","2158, 16.5, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S3{1,128|5E12,4E17}","2167, 15.9, 0.9","2183, 15.9, 0.9","2173, 15.9, 0.9","2128, 16.4, 0.9","2173, 16.1, 0.9","2133, 16.4, 0.9","2119, 16.0, 0.9","2147, 15.7, 0.9","2118, 16.0, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S4{1,128|5E12,4E17}","2072, 16.5, 0.9","2101, 16.4, 0.9","2017, 16.0, 0.9","1911, 16.0, 0.8","2023, 16.4, 0.9","1932, 16.2, 0.9","2048, 16.0, 0.9","2083, 16.2, 0.9","2062, 16.2, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S5{1,128|5E12,4E17}","2000, 16.0, 0.9","2044, 15.8, 0.9","2000, 16.0, 0.9","1971, 16.1, 0.9","2010, 16.1, 0.9","1971, 16.2, 0.9","2061, 16.7, 0.9","2108, 16.6, 0.9","2064, 16.7, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S6{1,128|5E12,4E17}","2006, 15.5, 0.9","1979, 15.3, 0.9","2011, 15.6, 0.9","1997, 15.9, 0.9","2006, 15.7, 0.9","1995, 15.8, 0.9","2022, 15.9, 0.9","2034, 15.5, 0.9","2016, 15.8, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S7{1,128|5E12,4E17}","2082, 15.8, 0.9","2101, 15.3, 0.9","2086, 15.8, 0.9","2053, 16.1, 0.9","2081, 15.9, 0.9","2079, 16.2, 0.9","2089, 15.7, 0.9","2130, 15.7, 0.9","2082, 15.5, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S8{1,128|5E12,4E17}","2179, 16.0, 0.9","2149, 15.7, 0.9","2179, 15.9, 0.9","2128, 16.2, 0.9","2093, 16.1, 0.9","2122, 16.3, 0.9","2192, 15.6, 0.9","2221, 15.4, 1.0","2178, 15.6, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[10|0|90]#S9{1,128|5E12,4E17}","1982, 15.8, 0.9","1950, 15.5, 0.9","1982, 15.8, 0.9","1898, 16.0, 0.8","1887, 15.9, 0.8","1934, 16.3, 0.8","2024, 15.5, 0.9","2117, 15.7, 0.9","2028, 15.4, 0.9","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S0{1,128|5E12,4E17}","1503, 9.3, 0.6","1539, 9.3, 0.7","1503, 9.3, 0.6","1484, 9.4, 0.6","1529, 9.4, 0.7","1484, 9.4, 0.6","1618, 10.7, 0.7","1644, 10.5, 0.7","1618, 10.7, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S1{1,128|5E12,4E17}","1341, 8.7, 0.6","1368, 8.8, 0.6","1340, 8.7, 0.6","1337, 9.0, 0.6","1352, 9.0, 0.6","1337, 9.0, 0.6","1431, 10.6, 0.6","1436, 10.7, 0.6","1431, 10.6, 0.6","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S2{1,128|5E12,4E17}","1421, 8.1, 0.6","1452, 8.1, 0.6","1421, 8.1, 0.6","1402, 8.2, 0.6","1431, 8.3, 0.6","1399, 8.2, 0.6","1475, 9.8, 0.6","1504, 9.8, 0.7","1475, 9.8, 0.6","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S3{1,128|5E12,4E17}","1470, 8.7, 0.6","1490, 8.7, 0.6","1470, 8.7, 0.6","1450, 8.6, 0.6","1479, 8.8, 0.6","1450, 8.6, 0.6","1538, 9.9, 0.7","1567, 9.9, 0.7","1542, 9.9, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S4{1,128|5E12,4E17}","1431, 9.2, 0.6","1460, 9.4, 0.6","1431, 9.2, 0.6","1408, 9.5, 0.6","1455, 9.3, 0.6","1408, 9.5, 0.6","1555, 11.0, 0.7","1588, 11.0, 0.7","1555, 11.0, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S5{1,128|5E12,4E17}","1491, 10.2, 0.7","1536, 10.2, 0.7","1491, 10.2, 0.7","1476, 10.3, 0.6","1508, 10.2, 0.7","1476, 10.3, 0.6","1665, 12.2, 0.7","1683, 12.1, 0.7","1664, 12.2, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S6{1,128|5E12,4E17}","1425, 8.8, 0.6","1458, 8.9, 0.6","1423, 8.8, 0.6","1420, 9.0, 0.6","1444, 9.0, 0.6","1421, 9.0, 0.6","1520, 10.4, 0.7","1553, 10.3, 0.7","1518, 10.4, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S7{1,128|5E12,4E17}","1466, 8.9, 0.6","1511, 8.8, 0.7","1463, 8.9, 0.6","1443, 9.0, 0.6","1482, 9.1, 0.6","1444, 9.0, 0.6","1592, 10.6, 0.7","1624, 10.6, 0.7","1591, 10.6, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S8{1,128|5E12,4E17}","1519, 9.3, 0.7","1547, 9.3, 0.7","1519, 9.3, 0.7","1507, 9.5, 0.6","1550, 9.5, 0.7","1508, 9.5, 0.6","1663, 11.0, 0.7","1692, 11.0, 0.7","1671, 10.9, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
"30D[0|0|100]#S9{1,128|5E12,4E17}","1464, 9.8, 0.6","1475, 9.8, 0.6","1464, 9.8, 0.6","1439, 10.0, 0.6","1457, 10.0, 0.6","1439, 10.0, 0.6","1612, 11.2, 0.7","1636, 11.2, 0.7","1611, 11.2, 0.7","0, 0.0, 0.0","0, 0.0, 0.0"
