input_data,average_agreement.py,average_common_pool.py,average_steal_agreement.py,min_agreement.py,min_common_pool.py,min_steal_agreement.py,pref_agreement.py,pref_common_pool.py,pref_steal_agreement.py,rigid_backfill.py,rigid_easy_backfill.py,best_scheduler
"30D[20|0|80]#S8{1,128|5E12,4E17}",2619290,2619290,2619290,2619290,2619290,2619410,2617430,2617380,2617430,2673360,2995050,pref_common_pool.py
"30D[20|0|80]#S9{1,128|5E12,4E17}",2593880,2593880,2593880,2593760,2593760,2593760,2593760,2593760,2593760,2679940,3035470,"min_agreement.py, min_common_pool.py, min_steal_agreement.py, pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
"30D[10|0|90]#S0{1,128|5E12,4E17}",2602090,2602490,2602090,2602270,2602210,2602150,2601250,2601250,2601250,2673350,3001750,"pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
"30D[10|0|90]#S1{1,128|5E12,4E17}",2606980,2610510,2606980,2607450,2608450,2607450,2603460,2604000,2603460,2664810,2990080,"pref_agreement.py, pref_steal_agreement.py"
"30D[10|0|90]#S2{1,128|5E12,4E17}",2618980,2619570,2618870,2620240,2619290,2620080,2617220,2616520,2617220,2712900,3015110,pref_common_pool.py
"30D[10|0|90]#S3{1,128|5E12,4E17}",2623760,2622330,2623760,2622890,2623780,2622890,2618980,2618600,2618980,2682040,3015860,pref_common_pool.py
"30D[10|0|90]#S4{1,128|5E12,4E17}",2608580,2608370,2609750,2607120,2606840,2607180,2606180,2606640,2606080,2688060,3003280,pref_steal_agreement.py
"30D[10|0|90]#S5{1,128|5E12,4E17}",2635410,2637720,2635410,2635270,2636570,2635230,2629630,2631000,2630810,2710050,2997530,pref_agreement.py
"30D[10|0|90]#S6{1,128|5E12,4E17}",2612330,2611840,2612390,2611900,2612270,2611900,2612110,2611800,2612110,2673580,3015030,pref_common_pool.py
"30D[10|0|90]#S7{1,128|5E12,4E17}",2603430,2603500,2603430,2603220,2603550,2603220,2602230,2602020,2602230,2656560,3010590,pref_common_pool.py
"30D[10|0|90]#S8{1,128|5E12,4E17}",2618110,2618170,2618110,2618050,2618050,2618050,2616520,2616000,2616520,2673360,2995050,pref_common_pool.py
"30D[10|0|90]#S9{1,128|5E12,4E17}",2594400,2594800,2594400,2594680,2594800,2594680,2594460,2594460,2594460,2679940,3035470,"average_agreement.py, average_steal_agreement.py"
"30D[0|0|100]#S0{1,128|5E12,4E17}",2602500,2602500,2602500,2602540,2602540,2602540,2601680,2601720,2601680,2673350,3001750,"pref_agreement.py, pref_steal_agreement.py"
"30D[0|0|100]#S1{1,128|5E12,4E17}",2597370,2597310,2597370,2597300,2597490,2597300,2596130,2596040,2596130,2664810,2990080,pref_common_pool.py
"30D[0|0|100]#S2{1,128|5E12,4E17}",2607530,2607750,2607530,2607270,2608330,2607300,2606160,2606190,2606160,2712900,3015110,"pref_agreement.py, pref_steal_agreement.py"
"30D[0|0|100]#S3{1,128|5E12,4E17}",2612920,2613070,2612920,2613230,2613200,2613230,2611040,2611090,2611040,2682040,3015860,"pref_agreement.py, pref_steal_agreement.py"
"30D[0|0|100]#S4{1,128|5E12,4E17}",2601530,2602020,2601530,2602180,2602150,2602180,2600160,2600330,2600160,2688060,3003280,"pref_agreement.py, pref_steal_agreement.py"
"30D[0|0|100]#S5{1,128|5E12,4E17}",2618560,2618860,2618560,2618590,2618850,2618590,2618080,2618080,2618080,2710050,2997530,"pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
"30D[0|0|100]#S6{1,128|5E12,4E17}",2612210,2612220,2612210,2612170,2612230,2612170,2611580,2611570,2611580,2673580,3015030,pref_common_pool.py
"30D[0|0|100]#S7{1,128|5E12,4E17}",2599340,2599340,2599340,2599340,2599430,2599340,2598920,2598920,2598920,2656560,3010590,"pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
"30D[0|0|100]#S8{1,128|5E12,4E17}",2616260,2616260,2616260,2616300,2616220,2616300,2615130,2615130,2615130,2673360,2995050,"pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
"30D[0|0|100]#S9{1,128|5E12,4E17}",2595180,2595180,2595180,2595060,2595060,2595060,2594190,2594190,2594190,2679940,3035470,"pref_agreement.py, pref_common_pool.py, pref_steal_agreement.py"
